@relation adult.data-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N5-F3

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
17,' Private',103851,' 11th',7,' Never-married',' Adm-clerical',' Own-child',' White',' Female',1055,0,20,' United-States',' <=50K'
47,' Self-emp-not-inc',162924,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,60,' Japan',' <=50K'
45,' Private',191914,' HS-grad',9,' Divorced',' Transport-moving',' Unmarried',' White',' Female',0,0,55,' United-States',' <=50K'
68,' Self-emp-not-inc',197015,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
21,' Private',165475,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',103110,' Doctorate',16,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' England',' <=50K'
25,' Private',304032,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,36,' United-States',' <=50K'
30,' Private',19302,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,48,' United-States',' <=50K'
23,' Private',336360,' 7th-8th',4,' Never-married',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
46,' Private',109089,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,37,' United-States',' <=50K'
22,' Private',181773,' HS-grad',9,' Never-married',' Transport-moving',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
20,' ?',287681,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Male',0,0,36,' United-States',' <=50K'
54,' Private',240542,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,48,' United-States',' <=50K'
27,' Private',93021,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' Other',' Female',0,0,40,' United-States',' <=50K'
24,' Private',210781,' Bachelors',13,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
22,' ?',216563,' HS-grad',9,' Never-married',' ?',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Private',225978,' Some-college',10,' Separated',' Exec-managerial',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
41,' Private',23646,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',334368,' Some-college',10,' Separated',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
28,' State-gov',107218,' Bachelors',13,' Never-married',' Tech-support',' Own-child',' Asian-Pac-Islander',' Male',0,0,20,' United-States',' <=50K'
25,' Private',117589,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
27,' Private',229803,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
41,' Private',247752,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Local-gov',135102,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,2002,45,' United-States',' <=50K'
74,' ?',29866,' 7th-8th',4,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,2,' United-States',' <=50K'
25,' Private',374163,' HS-grad',9,' Married-spouse-absent',' Farming-fishing',' Not-in-family',' Other',' Male',0,0,40,' Mexico',' <=50K'
30,' State-gov',295612,' HS-grad',9,' Separated',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
44,' Private',54507,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
23,' Private',60847,' Assoc-voc',11,' Never-married',' Sales',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
31,' Private',119422,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Private',62605,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
35,' Private',334291,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
38,' Private',206535,' Some-college',10,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,50,' United-States',' <=50K'
61,' Private',147845,' 7th-8th',4,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,31,' United-States',' <=50K'
43,' Private',421837,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
64,' Private',102103,' HS-grad',9,' Divorced',' Priv-house-serv',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
25,' Private',104662,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' White',' Female',0,0,22,' United-States',' <=50K'
23,' Private',202344,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',327202,' 12th',8,' Never-married',' Craft-repair',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
51,' Private',302146,' 11th',7,' Never-married',' Other-service',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
21,' Private',221480,' Some-college',10,' Never-married',' Tech-support',' Own-child',' White',' Female',0,0,25,' Ecuador',' <=50K'
49,' Private',148398,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
52,' Federal-gov',23780,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',193260,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Other-relative',' Asian-Pac-Islander',' Male',0,0,30,' India',' <=50K'
52,' State-gov',349795,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Local-gov',185769,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',386378,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
36,' Self-emp-not-inc',206520,' Bachelors',13,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Federal-gov',289653,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',30457,' Assoc-voc',11,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',270142,' Assoc-voc',11,' Separated',' Exec-managerial',' Unmarried',' Black',' Female',0,0,60,' United-States',' <=50K'
21,' Private',321666,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',594,0,40,' United-States',' <=50K'
34,' Private',314646,' 9th',5,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',218667,' 5th-6th',3,' Married-civ-spouse',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Self-emp-not-inc',164607,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',144063,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',206343,' HS-grad',9,' Never-married',' Protective-serv',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',113364,' HS-grad',9,' Divorced',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',96337,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',303867,' HS-grad',9,' Separated',' Transport-moving',' Not-in-family',' White',' Male',0,0,44,' United-States',' <=50K'
48,' Private',265083,' 10th',6,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,38,' United-States',' <=50K'
37,' Private',170408,' Assoc-voc',11,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
21,' Private',176356,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
21,' Private',186849,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
63,' Private',68872,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Wife',' Asian-Pac-Islander',' Female',0,0,20,' United-States',' <=50K'
32,' Private',162604,' HS-grad',9,' Never-married',' Machine-op-inspct',' Other-relative',' Black',' Male',0,0,40,' United-States',' <=50K'
26,' Self-emp-not-inc',227858,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,48,' United-States',' <=50K'
51,' Private',138179,' HS-grad',9,' Separated',' Machine-op-inspct',' Not-in-family',' White',' Male',0,1876,40,' United-States',' <=50K'
30,' Private',162623,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
90,' Self-emp-not-inc',155981,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',10566,0,50,' United-States',' <=50K'
35,' Private',317153,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',225024,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',222848,' 10th',6,' Married-civ-spouse',' Other-service',' Wife',' Black',' Female',0,0,32,' United-States',' <=50K'
29,' Private',464536,' Bachelors',13,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Local-gov',260696,' Bachelors',13,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,55,' United-States',' <=50K'
38,' Private',190776,' Assoc-acdm',12,' Divorced',' Craft-repair',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
28,' Private',61487,' HS-grad',9,' Never-married',' Prof-specialty',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
41,' Private',266530,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',0,0,45,' United-States',' <=50K'
22,' Private',234731,' HS-grad',9,' Divorced',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',100135,' Bachelors',13,' Separated',' Prof-specialty',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
44,' Private',179136,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
61,' Self-emp-not-inc',24046,' HS-grad',9,' Widowed',' Other-service',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',193598,' Preschool',1,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,40,' Mexico',' <=50K'
29,' Private',165360,' Assoc-voc',11,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',194690,' 7th-8th',4,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Private',191001,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
33,' State-gov',357691,' Masters',14,' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
42,' Local-gov',227065,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,22,' United-States',' <=50K'
68,' ?',170182,' Some-college',10,' Never-married',' ?',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
71,' Self-emp-not-inc',238479,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,8,' United-States',' <=50K'
60,' State-gov',358893,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,2339,40,' United-States',' <=50K'
38,' Federal-gov',122493,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',4064,0,40,' United-States',' <=50K'
48,' ?',185291,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,6,' United-States',' <=50K'
39,' Private',198097,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
57,' Private',140426,' 1st-4th',2,' Married-spouse-absent',' Other-service',' Not-in-family',' White',' Male',0,0,35,' ?',' <=50K'
29,' Local-gov',187649,' HS-grad',9,' Separated',' Protective-serv',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
50,' Self-emp-not-inc',348099,' 10th',6,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
47,' Self-emp-not-inc',117865,' HS-grad',9,' Married-AF-spouse',' Craft-repair',' Husband',' White',' Male',0,0,90,' United-States',' <=50K'
20,' Private',47791,' 12th',8,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,10,' United-States',' <=50K'
28,' Private',249571,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' ?',194096,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
46,' Private',148254,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,60,' United-States',' <=50K'
46,' Private',174370,' Some-college',10,' Separated',' Sales',' Not-in-family',' White',' Male',0,0,55,' United-States',' <=50K'
23,' Private',137214,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' Black',' Male',0,0,37,' United-States',' <=50K'
38,' Private',227615,' 1st-4th',2,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
32,' Private',112176,' Some-college',10,' Divorced',' Sales',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
23,' Private',184589,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,21,' United-States',' <=50K'
31,' Private',326862,' Some-college',10,' Divorced',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
22,' ?',335453,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,16,' United-States',' <=50K'
36,' State-gov',47570,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
63,' Private',137192,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' South',' <=50K'
59,' Self-emp-not-inc',124771,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
28,' Private',103802,' Bachelors',13,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,1408,40,' ?',' <=50K'
38,' Private',278924,' Bachelors',13,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
21,' Private',250051,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
52,' Private',46788,' Bachelors',13,' Divorced',' Craft-repair',' Unmarried',' White',' Male',0,0,25,' United-States',' <=50K'
36,' Private',370767,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2377,60,' United-States',' <=50K'
23,' Private',239539,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' <=50K'
20,' Private',41721,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,60,' United-States',' <=50K'
38,' Private',129591,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
69,' ?',476653,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
40,' Private',103474,' HS-grad',9,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,30,' United-States',' <=50K'
40,' Private',210013,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
49,' Private',40000,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',4064,0,44,' United-States',' <=50K'
44,' Private',721161,' Some-college',10,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
63,' ?',68954,' HS-grad',9,' Widowed',' ?',' Not-in-family',' Black',' Female',0,0,11,' United-States',' <=50K'
36,' ?',36635,' Some-college',10,' Never-married',' ?',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
39,' Private',301568,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
23,' Private',197207,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
47,' Private',74305,' Bachelors',13,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Local-gov',200153,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',253116,' 10th',6,' Divorced',' Other-service',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
40,' State-gov',177083,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
26,' Self-emp-not-inc',189238,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,4,' Mexico',' <=50K'
17,' Private',191910,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
54,' Private',163826,' HS-grad',9,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',366929,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
33,' Self-emp-not-inc',223046,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Federal-gov',110884,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
58,' Self-emp-not-inc',203039,' 9th',5,' Separated',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Private',33002,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
37,' Private',190105,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,55,' United-States',' <=50K'
35,' Federal-gov',105138,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
55,' Private',381965,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Self-emp-not-inc',109421,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
48,' Private',180446,' 10th',6,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
18,' Private',301867,' HS-grad',9,' Never-married',' Sales',' Own-child',' Amer-Indian-Eskimo',' Female',0,0,20,' United-States',' <=50K'
58,' State-gov',69579,' Some-college',10,' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
39,' Private',56269,' Some-college',10,' Never-married',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
39,' Private',28572,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',148884,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
39,' Private',38721,' HS-grad',9,' Divorced',' Priv-house-serv',' Unmarried',' White',' Female',0,0,22,' United-States',' <=50K'
23,' Local-gov',287988,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',367037,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
61,' ?',222395,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',166416,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
