@relation adult.data-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N5-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F6

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
19,' Private',182355,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,20,' United-States',' <=50K'
27,' Self-emp-inc',233724,' HS-grad',9,' Separated',' Adm-clerical',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
34,' Private',114973,' HS-grad',9,' Separated',' Exec-managerial',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
33,' Private',158416,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',181705,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',604506,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Own-child',' White',' Male',0,0,72,' Mexico',' <=50K'
26,' Private',515025,' 10th',6,' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
24,' ?',196388,' Assoc-acdm',12,' Never-married',' ?',' Not-in-family',' White',' Male',0,0,12,' United-States',' <=50K'
50,' Private',180522,' Some-college',10,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
44,' Private',242861,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',164569,' Some-college',10,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,48,' United-States',' <=50K'
27,' Private',501172,' 5th-6th',3,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
36,' Private',135162,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Male',0,0,45,' ?',' <=50K'
24,' Private',177287,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,38,' United-States',' <=50K'
55,' Private',171015,' HS-grad',9,' Widowed',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',169100,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' State-gov',180871,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
23,' Self-emp-not-inc',184370,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
59,' Local-gov',223215,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
28,' Self-emp-inc',32922,' Assoc-voc',11,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
20,' ?',34321,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
48,' ?',167381,' HS-grad',9,' Widowed',' ?',' Unmarried',' White',' Female',0,0,25,' United-States',' <=50K'
43,' State-gov',98989,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
47,' Private',167159,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',4650,0,40,' United-States',' <=50K'
43,' Self-emp-inc',34218,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',92863,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
34,' Private',125279,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',256504,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,6,' United-States',' <=50K'
28,' Private',106951,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,42,' United-States',' <=50K'
36,' Private',207568,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
30,' Private',281030,' Assoc-voc',11,' Married-civ-spouse',' Sales',' Husband',' White',' Male',4064,0,40,' United-States',' <=50K'
57,' Private',195835,' Some-college',10,' Married-spouse-absent',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',205359,' 11th',7,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,32,' United-States',' <=50K'
37,' Private',206699,' HS-grad',9,' Divorced',' Tech-support',' Own-child',' White',' Male',0,0,45,' United-States',' <=50K'
37,' Private',103925,' Some-college',10,' Never-married',' Tech-support',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
33,' Private',136331,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',210991,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',40666,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
52,' Private',302847,' 11th',7,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',227489,' Some-college',10,' Never-married',' Handlers-cleaners',' Other-relative',' Black',' Male',0,0,40,' ?',' <=50K'
24,' Private',229826,' HS-grad',9,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
49,' Private',175622,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',82393,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' Asian-Pac-Islander',' Male',0,0,40,' Germany',' <=50K'
27,' Private',103634,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
37,' Private',179137,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,39,' United-States',' <=50K'
58,' Self-emp-not-inc',318106,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
45,' Federal-gov',171335,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
34,' Self-emp-inc',175761,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
32,' Private',167531,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',15024,0,50,' United-States',' >50K'
38,' Self-emp-not-inc',129573,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
29,' Self-emp-not-inc',389857,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
39,' Private',243409,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
40,' Private',125776,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
39,' Private',114251,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
32,' Private',130057,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
38,' Private',229700,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
60,' Local-gov',212856,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' ?',' >50K'
36,' Private',61778,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
49,' State-gov',183710,' Doctorate',16,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
54,' Private',343242,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
23,' Private',197387,' 5th-6th',3,' Married-civ-spouse',' Transport-moving',' Other-relative',' White',' Male',0,0,40,' Mexico',' <=50K'
17,' Private',198124,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
48,' Private',176026,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',192149,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
28,' ?',157813,' 11th',7,' Divorced',' ?',' Unmarried',' White',' Female',0,0,58,' Canada',' <=50K'
24,' Private',102493,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',446559,' Assoc-acdm',12,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,50,' United-States',' <=50K'
20,' ?',202994,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,16,' United-States',' <=50K'
54,' Local-gov',182388,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
31,' Private',206541,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',113062,' Bachelors',13,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,7,' United-States',' <=50K'
37,' Local-gov',328301,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,36,' United-States',' <=50K'
40,' Private',316820,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,1485,40,' United-States',' <=50K'
53,' Private',31460,' HS-grad',9,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
42,' Private',175935,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,1980,46,' United-States',' <=50K'
61,' ?',135285,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,2603,32,' United-States',' <=50K'
23,' Private',205653,' Bachelors',13,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
32,' Private',209808,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1740,47,' United-States',' <=50K'
28,' Private',196621,' HS-grad',9,' Married-spouse-absent',' Tech-support',' Not-in-family',' White',' Female',0,0,37,' United-States',' <=50K'
19,' Private',357059,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
38,' ?',177273,' HS-grad',9,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
33,' Private',159303,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',110371,' HS-grad',9,' Married-civ-spouse',' Other-service',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
23,' Private',50341,' Masters',14,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
26,' Private',181666,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Private',189551,' HS-grad',9,' Divorced',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
59,' State-gov',303176,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,2179,40,' United-States',' <=50K'
23,' Private',140798,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
59,' Federal-gov',61298,' Bachelors',13,' Married-spouse-absent',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',253262,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',353628,' 10th',6,' Separated',' Sales',' Unmarried',' Black',' Female',0,0,38,' United-States',' <=50K'
39,' Private',421633,' Some-college',10,' Divorced',' Protective-serv',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
26,' Private',202091,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',306784,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
44,' Private',187720,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,41,' United-States',' <=50K'
22,' Private',59184,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
35,' Private',385847,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',192964,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,65,' United-States',' <=50K'
59,' Private',170148,' Some-college',10,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
38,' Private',154641,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',168906,' Assoc-acdm',12,' Divorced',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
52,' Private',99184,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',39386,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',0,0,99,' United-States',' <=50K'
51,' Private',467611,' 9th',5,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
78,' Private',135566,' HS-grad',9,' Widowed',' Sales',' Unmarried',' White',' Female',2329,0,12,' United-States',' <=50K'
47,' Private',359461,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',408383,' Some-college',10,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',289991,' HS-grad',9,' Never-married',' Transport-moving',' Unmarried',' White',' Male',0,0,55,' United-States',' <=50K'
44,' Private',176063,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
41,' Federal-gov',160467,' Masters',14,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',1506,0,40,' United-States',' <=50K'
