@relation adult.data-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N5-F1-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F4

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
61,' ?',135285,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,2603,32,' United-States',' <=50K'
23,' Private',205653,' Bachelors',13,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
32,' Private',209808,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,1740,47,' United-States',' <=50K'
28,' Private',196621,' HS-grad',9,' Married-spouse-absent',' Tech-support',' Not-in-family',' White',' Female',0,0,37,' United-States',' <=50K'
19,' Private',357059,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
38,' ?',177273,' HS-grad',9,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
33,' Private',159303,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',110371,' HS-grad',9,' Married-civ-spouse',' Other-service',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
23,' Private',50341,' Masters',14,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
26,' Private',181666,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Private',189551,' HS-grad',9,' Divorced',' Craft-repair',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
59,' State-gov',303176,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,2179,40,' United-States',' <=50K'
23,' Private',140798,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
59,' Federal-gov',61298,' Bachelors',13,' Married-spouse-absent',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',253262,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
21,' Private',353628,' 10th',6,' Separated',' Sales',' Unmarried',' Black',' Female',0,0,38,' United-States',' <=50K'
39,' Private',421633,' Some-college',10,' Divorced',' Protective-serv',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
26,' Private',202091,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',306784,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
44,' Private',187720,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,41,' United-States',' <=50K'
22,' Private',59184,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
35,' Private',385847,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',192964,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,65,' United-States',' <=50K'
59,' Private',170148,' Some-college',10,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
38,' Private',154641,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',168906,' Assoc-acdm',12,' Divorced',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
52,' Private',99184,' HS-grad',9,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',39386,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' Black',' Male',0,0,99,' United-States',' <=50K'
51,' Private',467611,' 9th',5,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
78,' Private',135566,' HS-grad',9,' Widowed',' Sales',' Unmarried',' White',' Female',2329,0,12,' United-States',' <=50K'
47,' Private',359461,' Bachelors',13,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',408383,' Some-college',10,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',289991,' HS-grad',9,' Never-married',' Transport-moving',' Unmarried',' White',' Male',0,0,55,' United-States',' <=50K'
44,' Private',176063,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
41,' Federal-gov',160467,' Masters',14,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',1506,0,40,' United-States',' <=50K'
31,' Private',240441,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,1564,40,' United-States',' >50K'
58,' Private',98725,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
64,' Federal-gov',175534,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' China',' >50K'
34,' Private',287737,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,1485,40,' United-States',' >50K'
47,' Private',94809,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,0,45,' United-States',' >50K'
55,' Local-gov',99131,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Other-relative',' White',' Female',0,2246,40,' United-States',' >50K'
37,' Private',82521,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
38,' Private',122076,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',7298,0,43,' United-States',' >50K'
30,' Private',39054,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,65,' United-States',' >50K'
45,' Private',185385,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,47,' United-States',' >50K'
31,' Private',420749,' Assoc-acdm',12,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
66,' Local-gov',188220,' HS-grad',9,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,35,' United-States',' >50K'
63,' Self-emp-inc',80572,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
37,' Local-gov',287306,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Wife',' Black',' Female',99999,0,40,' ?',' >50K'
71,' Self-emp-not-inc',143437,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',10605,0,40,' United-States',' >50K'
46,' Private',146195,' Assoc-acdm',12,' Divorced',' Tech-support',' Not-in-family',' Black',' Female',0,0,36,' United-States',' <=50K'
23,' Local-gov',282579,' Assoc-voc',11,' Divorced',' Tech-support',' Not-in-family',' White',' Male',0,0,56,' United-States',' <=50K'
25,' Private',221757,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',3325,0,45,' United-States',' <=50K'
28,' State-gov',130620,' 11th',7,' Separated',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' India',' <=50K'
34,' Private',355571,' HS-grad',9,' Divorced',' Machine-op-inspct',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
35,' Private',465326,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Self-emp-inc',68330,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
47,' ?',224108,' HS-grad',9,' Widowed',' ?',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
22,' Private',141003,' Assoc-voc',11,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
55,' Private',169611,' 11th',7,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',363296,' HS-grad',9,' Never-married',' Handlers-cleaners',' Unmarried',' Black',' Male',0,0,72,' United-States',' <=50K'
35,' Private',226789,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,58,' United-States',' <=50K'
20,' Private',154779,' Some-college',10,' Never-married',' Sales',' Other-relative',' Other',' Female',0,0,40,' United-States',' <=50K'
37,' Private',129263,' Some-college',10,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
21,' Private',77759,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
47,' Private',151584,' HS-grad',9,' Divorced',' Sales',' Own-child',' White',' Male',0,1876,40,' United-States',' <=50K'
47,' Private',216999,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
67,' Self-emp-inc',116986,' 12th',8,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
48,' Private',50402,' Some-college',10,' Divorced',' Machine-op-inspct',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',252803,' HS-grad',9,' Never-married',' Other-service',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
48,' Private',146919,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
34,' Private',149943,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' Japan',' <=50K'
32,' Private',176185,' Some-college',10,' Divorced',' Exec-managerial',' Other-relative',' White',' Male',0,0,60,' United-States',' <=50K'
40,' Private',220563,' 12th',8,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',271936,' Some-college',10,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
43,' Private',184846,' HS-grad',9,' Widowed',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
41,' Private',149102,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' Poland',' <=50K'
18,' State-gov',76142,' 11th',7,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,8,' United-States',' <=50K'
65,' ?',178931,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' Amer-Indian-Eskimo',' Male',3818,0,40,' United-States',' <=50K'
23,' Private',207415,' Assoc-acdm',12,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,25,' United-States',' <=50K'
79,' Private',172220,' 7th-8th',4,' Widowed',' Priv-house-serv',' Not-in-family',' White',' Female',2964,0,30,' United-States',' <=50K'
46,' Private',57929,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,25,' United-States',' <=50K'
34,' Private',213887,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',210794,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
24,' Private',379418,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Local-gov',102130,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',618191,' HS-grad',9,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
26,' Private',214637,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
38,' Private',320451,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' ?',' <=50K'
20,' Private',472789,' 1st-4th',2,' Never-married',' Farming-fishing',' Not-in-family',' White',' Male',0,0,30,' El-Salvador',' <=50K'
43,' Private',76460,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
37,' Private',222450,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
72,' Without-pay',121004,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
27,' Private',135001,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Local-gov',97136,' Some-college',10,' Married-spouse-absent',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
44,' Private',370502,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,25,' Mexico',' <=50K'
33,' Private',80058,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',342642,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
40,' Private',379919,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',232475,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Male',0,0,45,' United-States',' <=50K'
40,' Private',347890,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
47,' Private',205730,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,56,' United-States',' >50K'
40,' Self-emp-not-inc',173716,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
40,' Private',155972,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
71,' ?',177906,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,10,' United-States',' >50K'
39,' Private',108140,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
36,' Self-emp-not-inc',408427,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
31,' Private',240283,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
37,' Local-gov',218490,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',7688,0,35,' United-States',' >50K'
41,' Private',69333,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
41,' Private',92775,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
46,' Private',563883,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',0,0,60,' United-States',' >50K'
46,' Private',503923,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',4386,0,40,' United-States',' >50K'
55,' Self-emp-not-inc',322691,' Masters',14,' Married-civ-spouse',' Sales',' Husband',' White',' Male',3103,0,55,' United-States',' >50K'
44,' Private',310255,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
28,' Private',183175,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',208103,' 11th',7,' Never-married',' Other-service',' Other-relative',' White',' Male',0,0,25,' United-States',' <=50K'
45,' Private',127303,' Some-college',10,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,45,' United-States',' <=50K'
20,' Private',176321,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' Mexico',' <=50K'
21,' Private',286853,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
33,' Private',161745,' Assoc-voc',11,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
19,' Private',246652,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',36235,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Private',140011,' Assoc-voc',11,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,53,' United-States',' <=50K'
28,' Private',39232,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
58,' Private',87329,' 11th',7,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
32,' Private',205152,' Bachelors',13,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Private',110134,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Federal-gov',191385,' Assoc-acdm',12,' Divorced',' Protective-serv',' Not-in-family',' White',' Male',2174,0,40,' United-States',' <=50K'
33,' State-gov',296282,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',29599,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,38,' United-States',' <=50K'
28,' Private',388112,' 1st-4th',2,' Never-married',' Farming-fishing',' Unmarried',' White',' Male',0,0,77,' Mexico',' <=50K'
30,' Private',185177,' 11th',7,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,49,' United-States',' <=50K'
38,' Federal-gov',161463,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
26,' Private',166051,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
30,' Self-emp-not-inc',131584,' Assoc-voc',11,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,60,' United-States',' <=50K'
22,' Private',105592,' Assoc-acdm',12,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
34,' Private',281852,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' Black',' Male',0,0,80,' United-States',' <=50K'
61,' Private',226297,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',109482,' Some-college',10,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,98,' United-States',' <=50K'
51,' Private',282744,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' Canada',' <=50K'
36,' Private',272090,' Bachelors',13,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,45,' El-Salvador',' <=50K'
39,' Private',216129,' Assoc-acdm',12,' Divorced',' Exec-managerial',' Unmarried',' Black',' Female',0,0,35,' Jamaica',' <=50K'
17,' Private',104232,' 10th',6,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,10,' United-States',' <=50K'
44,' Private',249332,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' Ecuador',' <=50K'
34,' Local-gov',22641,' HS-grad',9,' Never-married',' Protective-serv',' Not-in-family',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
82,' Private',147729,' 5th-6th',3,' Widowed',' Other-service',' Unmarried',' White',' Male',0,0,20,' United-States',' <=50K'
33,' Private',176673,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
66,' Private',350498,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,28,' United-States',' <=50K'
29,' Private',161857,' HS-grad',9,' Married-spouse-absent',' Other-service',' Not-in-family',' Other',' Female',0,0,40,' Columbia',' <=50K'
18,' Private',298860,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Male',0,0,20,' United-States',' <=50K'
34,' Private',184147,' HS-grad',9,' Separated',' Sales',' Unmarried',' Black',' Female',0,0,20,' United-States',' <=50K'
42,' Private',268183,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1485,60,' United-States',' <=50K'
38,' Private',188888,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,1340,40,' United-States',' <=50K'
57,' Self-emp-not-inc',165922,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
35,' Self-emp-not-inc',22641,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
42,' Private',29393,' Some-college',10,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',138917,' 11th',7,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,10,' United-States',' <=50K'
30,' ?',205418,' HS-grad',9,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,20,' United-States',' <=50K'
26,' Private',189238,' 9th',5,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,38,' El-Salvador',' <=50K'
58,' Private',407138,' 7th-8th',4,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',2936,0,50,' Mexico',' <=50K'
28,' Private',129460,' Assoc-voc',11,' Married-civ-spouse',' Handlers-cleaners',' Wife',' White',' Female',0,0,30,' Ecuador',' <=50K'
30,' Self-emp-not-inc',67072,' Bachelors',13,' Married-spouse-absent',' Craft-repair',' Not-in-family',' White',' Male',6849,0,60,' United-States',' <=50K'
43,' Private',105119,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',347336,' 12th',8,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,12,' United-States',' <=50K'
